,MP-ID,Comp Flatness score,Flat/not-flat,Flat segments
35592,mp-759032,0.93898636,TRUE,"[3, 4]"
35593,mp-759035,0.769833,FALSE,[]
35594,mp-759036,0.95708084,TRUE,"[3, 4]"
35595,mp-759037,0.9369332,TRUE,"[3, 4]"
35596,mp-759040,0.9725227,TRUE,"[3, 4]"
35597,mp-759041,0.78576934,TRUE,"[3, 4]"
35598,mp-759042,0.94478893,TRUE,"[3, 4]"
35599,mp-759045,0.93154174,TRUE,"[3, 4]"
35600,mp-759051,0.97034067,TRUE,"[1, 3, 4]"
35601,mp-759052,0.8956713,TRUE,[4]
35602,mp-759053,0.9698337,TRUE,[4]
35603,mp-759055,0.9395933,TRUE,"[3, 4]"
35604,mp-759056,0.878921,TRUE,"[3, 4]"
35605,mp-759061,0.82406414,TRUE,[4]
35606,mp-759062,0.8940449,TRUE,"[3, 4]"
35607,mp-759064,0.9785974,TRUE,"[3, 4]"
35608,mp-759067,0.2817344,FALSE,[]
35609,mp-759069,0.973887,TRUE,"[3, 4]"
35610,mp-759070,0.970133,TRUE,"[3, 4]"
35611,mp-759076,0.99027437,TRUE,"[3, 4]"
35612,mp-759080,0.7978601,FALSE,[]
35613,mp-759082,0.9416048,TRUE,"[3, 4]"
35614,mp-759083,0.8088757,TRUE,"[2, 3]"
35615,mp-759085,0.88360035,TRUE,[4]
35616,mp-759087,0.98641944,TRUE,"[3, 4]"
35617,mp-759088,0.83484274,TRUE,[4]
35618,mp-759090,0.7286799,FALSE,[]
35619,mp-759093,0.83021396,TRUE,[4]
35620,mp-759095,0.86426777,TRUE,"[3, 4]"
35621,mp-759096,0.55514705,FALSE,[]
35622,mp-759097,0.8671072,TRUE,[3]
35623,mp-759098,0.36288762,FALSE,[]
35624,mp-759099,0.88918346,TRUE,[3]
35625,mp-759102,0.8102194,TRUE,[4]
35626,mp-759103,0.98534113,TRUE,"[3, 4]"
35627,mp-759105,0.7098344,FALSE,[]
35628,mp-759106,0.957003,TRUE,"[3, 4]"
35629,mp-759107,0.97801834,TRUE,"[3, 4]"
35630,mp-759110,0.833703,FALSE,[]
35631,mp-759115,0.63382703,FALSE,[]
35632,mp-759117,0.8471977,TRUE,"[3, 4]"
35633,mp-759118,0.8247823,TRUE,[4]
35634,mp-759120,0.4864657,FALSE,[]
35635,mp-759121,0.98087937,TRUE,"[3, 4]"
35636,mp-759123,0.98632234,TRUE,"[3, 4]"
35637,mp-759125,0.87811595,TRUE,[4]
35638,mp-759127,0.9385023,TRUE,"[3, 4]"
35639,mp-759128,0.6385325,FALSE,[]
35640,mp-759129,0.9078335,TRUE,"[3, 4]"
35641,mp-759130,0.9287565,TRUE,[1]
35642,mp-759131,0.99002266,TRUE,"[1, 2, 3, 4]"
35643,mp-759132,0.77734506,TRUE,"[3, 4]"
35644,mp-759134,0.66479856,FALSE,[]
35645,mp-759135,0.9486473,TRUE,"[3, 4]"
35646,mp-759136,0.9785434,TRUE,"[3, 4]"
35647,mp-759138,0.8935132,TRUE,[3]
35648,mp-759139,0.9628912,TRUE,"[3, 4]"
35649,mp-759140,0.9888043,TRUE,"[3, 4]"
35650,mp-759141,0.9148994,TRUE,"[3, 4]"
35651,mp-759147,0.94907266,TRUE,"[3, 4]"
35652,mp-759148,0.72026604,FALSE,[]
35653,mp-759149,0.82688224,TRUE,[1]
35654,mp-759150,0.8457182,TRUE,[4]
35655,mp-759151,0.78337646,FALSE,[]
35656,mp-759152,0.92387295,TRUE,[3]
35657,mp-759154,0.87604874,TRUE,"[3, 4]"
35658,mp-759157,0.9214574,TRUE,"[3, 4]"
35659,mp-759158,0.56938386,FALSE,[]
35660,mp-759159,0.9619861,TRUE,"[3, 4]"
35661,mp-759162,0.9097858,TRUE,[2]
35662,mp-759163,0.5609923,FALSE,[]
35663,mp-759165,0.8958216,TRUE,[4]
35664,mp-759167,0.86224794,TRUE,"[3, 4]"
35665,mp-759168,0.6449892,FALSE,[]
35666,mp-759169,0.9728805,TRUE,"[2, 4]"
35667,mp-759170,0.9667233,TRUE,"[3, 4]"
35668,mp-759172,0.90333766,TRUE,[4]
35669,mp-759174,0.9446681,TRUE,"[3, 4]"
35670,mp-759176,0.9100023,TRUE,"[1, 2, 3]"
35671,mp-759178,0.6602324,FALSE,[]
35672,mp-759179,0.061142996,FALSE,[]
35673,mp-759180,0.8790062,TRUE,[4]
35674,mp-759181,0.987053,TRUE,"[3, 4]"
35675,mp-759183,0.9611382,TRUE,"[3, 4]"
35676,mp-759184,0.972637,TRUE,[3]
35677,mp-759188,0.9240664,TRUE,"[3, 4]"
35678,mp-759189,0.98158437,TRUE,"[3, 4]"
35679,mp-759191,0.93379813,TRUE,[4]
35680,mp-759193,0.9149983,TRUE,[1]
35681,mp-759195,0.9093259,TRUE,"[1, 3]"
