,score
mp-6685,0.950554891
mp-6686,0.856305065
mp-6692,0.958770425
mp-6694,0.967624152
mp-8130,0.972266049
mp-8133,0.96641865
mp-8137,0.850768275
mp-8140,0.934431413
mp-8152,0.948791119
mp-8153,0.9010427
mp-8154,0.935293814
mp-8161,0.996618158
mp-8177,0.948299023
mp-8184,0.945034435
mp-8187,0.595912283
mp-8191,0.948791119
mp-8192,0.948791119
mp-8195,0.988447224
mp-8198,0.995154296
mp-8201,0.975517843
mp-8202,0.996618158
mp-8203,0.954531013
mp-8217,0.981293265
mp-8230,0.722050401
mp-8232,0.885847611
mp-8248,0.992140148
mp-8253,0.859990407
mp-8255,0.948791119
mp-8258,0.941945068
mp-8271,0.95180466
mp-8285,0.932192103
mp-8290,0.981282342
mp-8291,0.952143091
mp-8294,0.776128868
mp-6793,0.258428824
mp-6795,0.959820993
mp-6802,0.958747099
mp-6809,0.441949169
mp-6810,0.974394649
mp-6812,0.972092665
mp-6813,0.904761593
mp-6814,0.376195325
mp-6820,0.98138701
mp-6822,0.948632577
mp-6824,0.946468124
mp-6844,0.991069003
mp-6850,0.860803225
mp-6853,0.99544557
mp-6858,0.919670468
mp-6860,0.859511468
mp-6873,0.347003238
mp-6875,0.867121952
mp-6880,0.90660032
mp-6892,0.988051238
mp-6896,0.982425794
mp-6909,0.972289957
mp-6910,0.9674968
mp-6929,0.881942268
mp-6940,0.947376572
mp-6943,0.994175764
mp-6949,0.945085049
mp-6955,0.713326926
mp-6957,0.948791119
mp-6968,0.99175747
mp-6989,0.993411552
mp-6992,0.948791119
mp-6995,0.730420961
mp-6999,0.721107618
mp-7003,0.947976672
mp-7008,0.824890923
mp-7013,0.854198765
mp-7015,0.947680477
mp-7035,0.987438899
mp-7064,0.754240629
mp-7074,0.958469106
mp-7086,0.771867972
mp-7094,0.915742488
mp-7095,0.91703098
mp-7101,0.948791119
mp-7117,0.991528355
mp-7118,0.960912962
mp-7123,0.993386752
mp-7151,0.947976672
mp-7170,0.982626086
mp-7180,0.947722607
mp-7191,0.991698401
mp-7198,0.784227543
mp-7206,0.930550491
mp-7214,0.945693202
mp-7220,0.996432373
mp-7225,0.948791119
mp-7247,0.948791119
mp-7250,0.976614354
mp-7258,0.57319308
mp-7260,0.498125794
mp-7264,0.907544858
mp-7276,0.842883972
mp-7284,0.971604928
mp-7293,0.782511706
mp-7295,0.848530486
mp-7297,0.982248056
mp-7305,0.983810118
mp-7317,0.921185887
mp-7322,0.996618158
mp-7324,0.95348487
mp-7329,0.948791119
mp-7337,0.9950066
mp-7339,0.919741233
mp-7343,0.978947268
mp-7386,0.960438505
mp-7387,0.960197819
mp-7388,0.996618158
mp-7404,0.938888504
mp-7446,0.93580455
mp-7447,0.925204936
mp-7449,0.927484932
mp-7461,0.825930928
mp-7462,0.863431161
mp-7469,0.938384366
mp-7470,0.987716536
mp-7471,0.924680277
mp-7475,0.791697807
mp-7489,0.947680477
mp-7499,0.451657989
mp-5401,0.969281138
mp-5478,0.975517843
mp-5587,0.884610424
mp-5724,0.825939709
mp-7506,0.569113353
mp-7507,0.99291618
mp-7531,0.966773682
mp-7534,0.957331812
mp-7535,0.808362948
mp-7538,0.98465119
mp-7547,0.917678851
mp-7550,0.989931957
mp-7559,0.685331815
mp-7567,0.930967984
mp-7569,0.995736803
mp-7571,0.957922339
mp-7580,0.952724962
mp-7588,0.752370895
mp-7594,0.95926197
mp-7603,0.991634786
mp-7614,0.974684543
mp-7617,0.993756493
mp-7621,0.995729591
mp-7624,0.98899934
mp-7638,0.883720781
mp-7644,0.966066833
mp-7646,0.968321435
mp-7651,0.95174304
mp-7652,0.971000819
mp-7656,0.994979992
mp-7657,0.974972611
mp-7660,0.948791119
mp-7661,0.948560435
mp-7664,0.974326953
mp-7688,0.9929269
mp-7693,0.950457243
mp-7719,0.966667403
mp-7720,0.943375941
mp-7744,0.634556123
mp-7751,0.948791297
mp-7775,0.903750373
mp-7788,0.898208355
mp-7791,0.991327613
mp-7806,0.462811164
mp-7824,0.948790258
mp-7825,0.96917149
mp-7827,0.989415467
mp-7830,0.948791119
mp-7831,0.990509795
mp-7841,0.969574038
mp-7849,0.945863958
mp-7851,0.974397733
mp-7870,0.948791119
mp-7886,0.890826424
mp-7899,0.973215813
mp-7903,0.969751718
mp-7911,0.94496501
mp-7931,0.812952792
mp-7932,0.98291328
mp-7949,0.968386681
mp-7984,0.948791169
mp-7995,0.962822403
mp-8014,0.948791119
mp-8015,0.948791119
mp-8018,0.948791119
mp-8033,0.474395467
mp-8048,0.685331815
mp-8054,0.940892034
mp-8056,0.77748607
mp-8057,0.693845183
mp-8059,0.948881012
mp-8065,0.960644121
mp-8076,0.890896861
mp-8081,0.993560591
mp-8086,0.963552387
mp-8090,0.685894631
mp-8109,0.975887185
mp-8307,0.963976486
mp-8313,0.782016706
mp-8314,0.931405051
mp-8341,0.99118572
mp-8346,0.995038017
mp-8347,0.984145829
mp-8351,0.937092954
mp-8355,0.954442948
mp-8357,0.787806437
mp-8376,0.969930678
mp-8378,0.984050946
mp-8382,0.863862223
mp-8389,0.974669347
mp-8396,0.947680477
mp-8412,0.965307146
mp-8414,0.985542328
mp-8424,0.948612985
mp-8425,0.956334421
mp-8426,0.948791119
mp-8429,0.948791119
mp-8773,0.962249641
mp-8774,0.960678726
mp-8778,0.963788783
mp-8794,0.918067577
mp-8796,0.74212158
mp-8812,0.977458037
mp-8829,0.688659981
mp-8836,0.994006572
mp-8840,0.956112527
mp-8851,0.763520935
mp-8858,0.916420534
mp-8861,0.996618158
mp-8863,0.947358051
mp-8866,0.724677909
mp-8868,0.969782609
mp-8869,0.978872
mp-8870,0.802993696
mp-8876,0.948791119
mp-8585,0.923245072
mp-8689,0.911607064
mp-8770,0.982438381
mp-8590,0.719947707
mp-8591,0.968378847
mp-8594,0.992924546
mp-8602,0.685331815
mp-8603,0.931907302
mp-8611,0.869665087
mp-8614,0.989399082
mp-8616,0.961752035
mp-8627,0.810649077
mp-8648,0.994120389
mp-8651,0.948791119
mp-8653,0.853807856
mp-8666,0.975610611
mp-8667,0.923396281
mp-8673,0.97285983
mp-8680,0.989558873
mp-8683,0.898266824
mp-8686,0.987391421
mp-8688,0.87793171
mp-8695,0.79871393
mp-8696,0.996012079
mp-8702,0.972766551
mp-8704,0.960008969
mp-8709,0.933889493
mp-8711,0.996253651
mp-8714,0.873300615
mp-8717,0.873320816
mp-8719,0.873284128
mp-8720,0.873315919
mp-8723,0.957703244
mp-8724,0.98082119
mp-8727,0.654832568
mp-8759,0.960672324
mp-8760,0.986183554
mp-8762,0.993734717
mp-8763,0.863692675
mp-8765,0.982438381
mp-8766,0.831867026
mp-8768,0.982438381
mp-8877,0.948791119
mp-8878,0.99566802
mp-8885,0.714165785
mp-8888,0.720056914
mp-8890,0.847208849
mp-8892,0.994428223
mp-8894,0.936102754
mp-8898,0.927490847
mp-8921,0.953875048
mp-8923,0.801158853
mp-9821,0.991748026
mp-9837,0.955127844
mp-9839,0.888964733
mp-9844,0.875052813
mp-9846,0.956847688
mp-9858,0.982796859
mp-9870,0.963027105
mp-9873,0.776246725
mp-9884,0.914476964
mp-9903,0.991849506
mp-9912,0.948791119
mp-9913,0.935485774
mp-9926,0.948791119
mp-9928,0.948791119
mp-9930,0.982799487
mp-9937,0.957504396
mp-9948,0.982075247
mp-9976,0.895608199
mp-9994,0.989652435
mp-30938,0.693808854
mp-30940,0.987859829
mp-30942,0.777939631
mp-30945,0.948791119
mp-30946,0.949187799
mp-30948,0.977586574
mp-30949,0.982666673
mp-30951,0.973953529
mp-30952,0.89370574
mp-30953,0.989308525
mp-30954,0.989382671
mp-30957,0.966835477
mp-30958,0.977254539
mp-30960,0.919161374
mp-30962,0.732107956
mp-30972,0.919047216
mp-30974,0.98558939
mp-30975,0.990344446
mp-30977,0.973524391
mp-30979,0.994930044
mp-30980,0.984671769
mp-30981,0.9827953
mp-30986,0.97032558
mp-30987,0.674161671
mp-30990,0.982929283
mp-30991,0.969721157
mp-30996,0.991147754
mp-30997,0.971940115
mp-11438,0.918366959
mp-11449,0.974701304
mp-11453,0.975579799
mp-11486,0.947976672
mp-11491,0.899871065
mp-11523,0.947967683
mp-11526,0.685335413
mp-11527,0.921591261
mp-11534,0.974927292
mp-11558,0.550588994
mp-11560,0.978842067
mp-11593,0.948791119
mp-11610,0.886120196
mp-11613,0.982425793
mp-11615,0.984861941
mp-11623,0.960691366
mp-11625,0.983800844
mp-11634,0.913034531
mp-11638,0.941725516
mp-11639,0.768936005
mp-11646,0.995860489
mp-11654,0.804050199
mp-11665,0.685331815
mp-11677,0.983430525
mp-11684,0.938243579
mp-11691,0.871181355
mp-11692,0.981781497
mp-11694,0.94910916
mp-11726,0.988002252
mp-11737,0.953216192
mp-11769,0.873490915
mp-11773,0.929717284
mp-11778,0.947976672
mp-11791,0.966250381
mp-11794,0.891923542
mp-8965,0.979670558
mp-9126,0.976319367
mp-9239,0.987127138
mp-9360,0.924586983
mp-9481,0.839421401
mp-9750,0.984982043
mp-9820,0.994712615
mp-14100,0.888171441
mp-14107,0.474395467
mp-14118,0.703932722
mp-14125,0.968567593
mp-14128,0.921876886
mp-14131,0.975065002
mp-14132,0.970574421
mp-14133,0.710004424
mp-14134,0.968832247
mp-14145,0.945536792
mp-14150,0.95207744
mp-14155,0.99552825
mp-14161,0.956641601
mp-14168,0.679053421
mp-14169,0.891742432
mp-14175,0.993741448
mp-14190,0.967935119
mp-14192,0.983906753
mp-14193,0.956049567
mp-14213,0.985782879
mp-14214,0.884898263
mp-14215,0.986410893
mp-14216,0.993238842
mp-14226,0.948791119
mp-14234,0.948873609
mp-14243,0.990470075
mp-14246,0.856020985
mp-14249,0.961185186
mp-14252,0.991813787
mp-14260,0.970973539
mp-14276,0.984556252
mp-15590,0.970684948
mp-15598,0.697083807
mp-15599,0.64827965
mp-15634,0.948560435
mp-15637,0.948791119
mp-15638,0.948791119
mp-15639,0.948791119
mp-15645,0.990721815
mp-15653,0.917284339
mp-15683,0.53704131
mp-15691,0.982086951
mp-15694,0.947680477
mp-15733,0.992070849
mp-15739,0.985379104
mp-15740,0.987468321
mp-15743,0.424930591
mp-15746,0.841758374
mp-15748,0.924020102
mp-15750,0.979012807
mp-15751,0.953234979
mp-15761,0.948560435
mp-15803,0.868258295
mp-17363,0.742791098
mp-17364,0.973720554
mp-17367,0.957175103
mp-17371,0.970236946
mp-17375,0.602834016
mp-17380,0.978229721
mp-17382,0.973017457
mp-17385,0.771745522
mp-17389,0.945267981
mp-17391,0.916846596
mp-17392,0.95301428
mp-17394,0.978674607
mp-17395,0.974440814
mp-17400,0.987903782
mp-17404,0.845931627
mp-17407,0.949964947
mp-9798,0.886050989
mp-9808,0.989132253
mp-9819,0.994290567
mp-10024,0.948791119
mp-10036,0.974440814
mp-10049,0.966298194
mp-10068,0.727167381
mp-10069,0.948791119
mp-10070,0.992887531
mp-10080,0.921507112
mp-10087,0.969980262
mp-10089,0.792952992
mp-10096,0.960388394
mp-10097,0.961175337
mp-10105,0.854459824
mp-10109,0.948791119
mp-10116,0.948791119
mp-10117,0.926149018
mp-10123,0.963790886
mp-10124,0.972125447
mp-10126,0.91605323
mp-10130,0.967507635
mp-10132,0.948791119
mp-10137,0.948791119
mp-10138,0.990036812
mp-10188,0.933981855
mp-10233,0.795392027
mp-10234,0.784408963
mp-10247,0.947149442
mp-10251,0.821834809
mp-10260,0.947967683
mp-10286,0.993725894
mp-10287,0.951280456
mp-10299,0.764149197
mp-10316,0.982649043
mp-10318,0.98754431
mp-10328,0.970275718
mp-10335,0.993037937
mp-10340,0.993511424
mp-10341,0.978505368
mp-10342,0.948791119
mp-10344,0.990061709
mp-10348,0.951342632
mp-10349,0.98916378
mp-10368,0.964787205
mp-10382,0.840969254
mp-10386,0.584653991
mp-10398,0.996197034
mp-10401,0.970596371
mp-10409,0.729514369
mp-10410,0.729576227
mp-10413,0.947680477
mp-10419,0.851261207
mp-10429,0.981044478
mp-10442,0.901021589
mp-10447,0.798659676
mp-10448,0.851463489
mp-10461,0.994367941
mp-10463,0.685331815
mp-10464,0.877561519
mp-10468,0.715401805
mp-10476,0.856652446
mp-10478,0.876488457
mp-10486,0.972869659
mp-10492,0.981143139
mp-10495,0.920043153
mp-10499,0.582963707
mp-10500,0.911638236
mp-10502,0.956850944
mp-10509,0.979048348
mp-10510,0.980847733
mp-10518,0.989739275
mp-10534,0.853475448
mp-10537,0.986073584
mp-10543,0.990042759
mp-10547,0.987158042
mp-10552,0.988019724
mp-10553,0.996038535
mp-10555,0.850710992
mp-10556,0.843726801
mp-10559,0.959838481
mp-10577,0.981712592
mp-10621,0.985273853
mp-10690,0.022224597
mp-10718,0.974440814
mp-10754,0.945536792
mp-8995,0.948791119
mp-9191,0.982537625
mp-9332,0.981460476
mp-9427,0.939182038
mp-9576,0.641498403
mp-9718,0.865975619
mp-9797,0.899962836
mp-10781,0.948791119
mp-10791,0.850373695
mp-10792,0.850578276
mp-10804,0.974361577
mp-10821,0.576587794
mp-10837,0.947914338
mp-10860,0.948791119
mp-10866,0.948791119
mp-10879,0.947680477
mp-10881,0.974440814
mp-10884,0.948299023
mp-10900,0.954492356
mp-10912,0.873490915
mp-10914,0.925837307
mp-10922,0.826040428
mp-10923,0.905551463
mp-10925,0.963838654
mp-10928,0.967635069
mp-10942,0.99167468
mp-10961,0.910819607
mp-10966,0.948791119
mp-10990,0.804314349
mp-11006,0.990256951
mp-11007,0.996181453
mp-11008,0.978136773
mp-11012,0.97414822
mp-11014,0.905860237
mp-11027,0.954955816
mp-11031,0.948560435
mp-11037,0.916420534
mp-11040,0.868361711
mp-11054,0.993143929
mp-11055,0.853554527
mp-11081,0.948254643
mp-11082,0.94274378
mp-11090,0.880834482
mp-11106,0.854072271
mp-11114,0.700316337
mp-11115,0.988495928
mp-11131,0.975020402
mp-11165,0.624018616
mp-11166,0.928659752
mp-11170,0.880115926
mp-11172,0.948791119
mp-11174,0.948791119
mp-11194,0.933640922
mp-11206,0.991858457
mp-11207,0.947976672
mp-11215,0.947707591
mp-11224,0.995185059
mp-11291,0.947680477
mp-11310,0.977157405
mp-11318,0.948791119
mp-11321,0.992387701
mp-11332,0.925751323
mp-11351,0.975028459
mp-11368,0.98272392
mp-11375,0.948791119
mp-11383,0.977977403
mp-11398,0.422568419
mp-11421,0.948791119
mp-11422,0.948791119
mp-11428,0.873116523
mp-11437,0.982438848
mp-11820,0.927069376
mp-11830,0.947680477
mp-11833,1.098669048
mp-11839,0.947680477
mp-11841,0.947680477
mp-11844,0.982603839
mp-11855,0.975879656
mp-11872,0.916420534
mp-11892,0.974397733
mp-11893,0.982425794
mp-11902,0.992477729
mp-11912,0.974397733
mp-11913,0.974397733
mp-11914,0.974397733
mp-11953,0.948590588
mp-11964,0.967267424
mp-11965,0.932552911
mp-11980,0.724375486
mp-11982,0.995239633
mp-12006,0.948057398
mp-12010,0.961266886
mp-12011,0.846789253
mp-12012,0.991457357
mp-12016,0.887352996
mp-12017,0.947680477
mp-12021,0.895471563
mp-12023,0.930508581
mp-12024,0.970692894
mp-12046,0.555089852
mp-12047,0.577707842
mp-12063,0.948791119
mp-12085,0.948791119
mp-12145,0.948791119
mp-12146,0.996182851
mp-12156,0.992744735
mp-12159,0.996095961
mp-12160,0.985692559
mp-12161,0.948791119
mp-12171,0.963818429
mp-12174,0.905755221
mp-12175,0.988453437
mp-12177,0.967198671
mp-12178,0.577504213
mp-12180,0.939896356
mp-12185,0.971207613
mp-12187,0.991578422
mp-12199,0.879165311
mp-12205,0.758778832
mp-12221,0.846917502
mp-12231,0.966070754
mp-12233,0.941634437
mp-12236,0.965899675
mp-12237,0.882144994
mp-12241,0.989857897
mp-12243,0.954503177
mp-12244,0.954046312
mp-12245,0.953022837
mp-12262,0.989753736
mp-12263,0.619160622
mp-12265,0.996618158
mp-12266,0.996618158
mp-12271,0.946853649
mp-12286,0.947976672
mp-12295,0.939286419
mp-12304,0.949080505
mp-12305,0.950393584
mp-12307,0.79293063
mp-12309,0.980008391
mp-12315,0.960842485
mp-12322,0.991313276
mp-12323,0.974397733
mp-12326,0.940768347
mp-12334,0.842071669
mp-12337,0.974397733
mp-12350,0.934320034
mp-12355,0.975718172
mp-12368,0.556969664
mp-12372,0.971254366
mp-12374,0.898844314
mp-12384,0.995768393
mp-12403,0.870096914
mp-12414,0.856210996
mp-12422,0.971990624
mp-12436,0.982273666
mp-12442,0.9942719
mp-12485,0.996580802
mp-12504,0.986363781
mp-12533,0.880807507
mp-12535,0.907650207
mp-12540,0.836452951
mp-12559,0.948299023
mp-12612,0.935360555
mp-12622,0.996618158
mp-12623,0.996618158
mp-12625,0.953007411
mp-12633,0.868814149
mp-12646,0.989006229
mp-12662,0.652494575
mp-12678,0.947976672
mp-12697,0.948855549
mp-12707,0.948791119
mp-12712,0.962999786
mp-12728,0.823204545
mp-12746,0.945573485
mp-12748,0.947976672
mp-12751,0.985375612
mp-12787,0.978324506
mp-12797,0.991992966
mp-12803,0.952900499
mp-12829,0.986682269
mp-12832,0.71309225
mp-12837,0.880584534
mp-12838,0.88064308
mp-12878,0.983444312
mp-12881,0.976957933
mp-12883,0.890017364
mp-12885,0.723697617
mp-12890,0.989104937
mp-12920,0.993729958
mp-12944,0.967127234
mp-12948,0.838591912
mp-13002,0.994428993
mp-13018,0.948791119
mp-13019,0.977602779
mp-13020,0.840762041
mp-13042,0.72508565
mp-13052,0.939572983
mp-13079,0.948650343
mp-13085,0.880807507
mp-13118,0.948791119
mp-13120,0.989741014
mp-13121,0.978817888
mp-13122,0.989710492
mp-13128,0.861333959
mp-13135,0.995643964
mp-13159,0.947722607
mp-13170,0.99153654
mp-13187,0.980320179
mp-13190,0.976592976
mp-13191,0.948791119
mp-13192,0.948791119
mp-13194,0.961436487
mp-13195,0.96205567
mp-13196,0.962968221
mp-13199,0.945662819
mp-13207,0.807299483
mp-13212,0.99135054
mp-13229,0.982425794
mp-13230,0.846221213
mp-13243,0.989863014
mp-13254,0.948791119
mp-13259,0.720582744
mp-13263,0.902223763
mp-13274,0.980898691
mp-13285,0.988611729
mp-13323,0.948791119
mp-13334,0.705969548
mp-13335,0.993677979
mp-13339,0.979444405
mp-13346,0.947976672
mp-13348,0.947976672
mp-13349,0.947976672
mp-13351,0.947976672
mp-13352,0.947976672
mp-13360,0.994339878
mp-13374,0.948376848
mp-13381,0.877146684
mp-13382,0.903738846
mp-13383,0.812392861
mp-13384,0.9915443
mp-13385,0.991108126
mp-13407,0.948158759
mp-13434,0.944570112
mp-13435,0.948790734
mp-13436,0.933606186
mp-13446,0.867071728
mp-13464,0.923245072
mp-13467,0.948791119
mp-13470,0.754254899
mp-13475,0.972499728
mp-13485,0.948232708
mp-13494,0.996618158
mp-13504,0.822321451
mp-13514,0.340926696
mp-13516,0.871063088
mp-13538,0.981022325
mp-13545,0.948791119
mp-13546,0.974015269
mp-13548,0.474395467
mp-13549,0.988261084
mp-13567,0.988249135
mp-13576,0.990691938
mp-13588,0.845122183
mp-13589,0.947680477
mp-13590,0.866121118
mp-13591,0.827025904
mp-13592,0.913608626
mp-13595,0.991810169
mp-13599,0.995681063
mp-13602,0.96982562
mp-13603,0.963113443
mp-13610,0.966614398
mp-13634,0.982764947
mp-13643,0.964148165
mp-13666,0.991257302
mp-13680,0.944266202
mp-13685,0.40174116
mp-13687,0.971549002
mp-13696,0.947680477
mp-13725,0.990543843
mp-13735,0.971418226
mp-13738,0.89621265
mp-13740,0.576412918
mp-13743,0.976814638
mp-13744,0.954455411
mp-13753,0.994107491
mp-13755,0.989629049
mp-13765,0.726883656
mp-13771,0.988332494
mp-13774,0.781728011
mp-13775,0.976505298
mp-13791,0.995610635
mp-13792,0.943312599
mp-13797,0.984411738
mp-13798,0.833787672
mp-13799,0.840723529
mp-13800,0.829915239
mp-13811,0.955361664
mp-13816,0.903415313
mp-13827,0.994562325
mp-13843,0.644369037
mp-13859,0.982994054
mp-13863,0.993309261
mp-13868,0.993877499
mp-13869,0.903521122
mp-13872,0.951804338
mp-13875,0.908137417
mp-13897,0.971604928
mp-13898,0.849322753
mp-13900,0.982425794
mp-13903,0.81368302
mp-13907,0.719271533
mp-13925,0.962471533
mp-13926,0.848794142
mp-13944,0.892495547
mp-13946,0.971116803
mp-13947,0.970741276
mp-13948,0.969607433
mp-13954,0.682913578
mp-13956,0.886276423
mp-13960,0.939256652
mp-13978,0.957476573
mp-13984,0.948791119
mp-13985,0.948560435
mp-13997,0.468549836
mp-13998,0.960217723
mp-14000,0.859658659
mp-14001,0.815010169
mp-14002,0.814201252
mp-14005,0.930227783
mp-14011,0.864475827
mp-14015,0.832691516
mp-14023,0.658820797
mp-14030,0.968637993
mp-14036,0.948791119
mp-14038,0.948791119
mp-14039,0.948791119
mp-14043,0.891883903
mp-14044,0.891883903
mp-14047,0.988942826
mp-14048,0.98782406
mp-14049,0.990811474
mp-14050,0.989665625
mp-14052,0.990877556
mp-14083,0.948791119
mp-14088,0.948791119
mp-14280,0.784097309
mp-14283,0.991595299
mp-14304,0.985246022
mp-14305,0.945538708
mp-14306,0.945536792
mp-14322,0.953842758
mp-14323,0.948075598
mp-14333,0.764405237
mp-14334,0.996618158
mp-14336,0.947976679
mp-14340,0.848225646
mp-14345,0.876333666
mp-14353,0.995770263
mp-14354,0.464065202
mp-14355,0.987955473
mp-14363,0.961707678
mp-14364,0.953914038
mp-14367,0.932037393
mp-14368,0.984977893
mp-14374,0.990422024
mp-14377,0.993215832
mp-14380,0.991020654
mp-14381,0.980794039
mp-14384,0.984096949
mp-14385,0.984076255
mp-14386,0.98404894
mp-14387,0.703364604
mp-14388,0.698541188
mp-14389,0.951094642
mp-14401,0.968267908
mp-14406,0.834670926
mp-14407,0.986053854
mp-14410,0.971181121
mp-14411,0.803676324
mp-14420,0.99123103
mp-14430,0.923245072
mp-14432,0.881791973
mp-14434,0.978139302
mp-14435,0.974151151
mp-14439,0.974714692
mp-14444,0.927792423
mp-14447,0.992336969
mp-14455,0.913726599
mp-14457,0.97056879
mp-14458,0.880876002
mp-14469,0.988630507
mp-14476,0.953515022
mp-14484,0.964715856
mp-14485,0.983044707
mp-14493,0.993426812
mp-14506,0.93464579
mp-14515,0.982577435
mp-14526,0.63735012
mp-14531,0.796413044
mp-14532,0.862765434
mp-14536,0.989498789
mp-14551,0.994806442
mp-14552,0.693822164
mp-14563,0.948560435
mp-14565,0.878417216
mp-14577,0.957589293
mp-14581,0.841274501
mp-14591,0.901361202
mp-14600,0.98629892
mp-14607,0.953206992
mp-14613,0.957105269
mp-14620,0.984769248
mp-14623,0.835621975
mp-14629,0.996250465
mp-14638,0.854643295
mp-14646,0.593255094
